HomeTeam,AwayTeam,HomeConference,AwayConference,HomeConfPower,AwayConfPower,HomeActualScore,AwayActualScore,HomeMostLikely,AwayMostLikely,HomeMean,AwayMean,HomeWinProbability,AwayWinProbability,HomeWins,HomeLoses,AwayWins,AwayLoses,Date
MA Lowell,Massachusetts,AEC,A10,0.361,0.488,9,8,7,5,7.83,5.96,66,34,3,6,3,3,20230509
Wake Forest,UNC Greensboro,ACC,SC,0.772,0.644,14,4,8,2,9.30,2.95,92,8,10,3,5,5,20230509
Louisville,Vanderbilt,ACC,SEC,0.772,0.857,8,12,5,6,5.56,6.43,46,54,8,2,9,3,20230509
FGCU,FL Atlantic,ASUN,AAC,0.374,0.593,8,7,7,6,8.02,7.38,57,43,4,8,10,1,20230509
Baylor,Grand Canyon,B12,WAC,0.703,0.473,2,4,5,6,5.80,6.75,46,54,8,3,7,4,20230509
Maryland,Northeastern,B10,CAA,0.604,0.395,2,9,7,6,7.81,6.49,62,38,6,5,4,4,20230509
Tennessee,Austin Peay,SEC,ASUN,0.857,0.374,9,4,9,3,10.24,3.43,91,9,11,0,8,4,20230509
Evansville,Bellarmine,MVC,ASUN,0.381,0.374,6,5,7,3,8.42,3.60,85,15,3,8,1,9,20230509
Louisiana Tech,Louisiana,CUSA,SBC,0.619,0.557,12,8,5,6,5.94,6.36,50,50,6,5,5,7,20230509
Creighton,Nebraska,BE,B10,0.4,0.604,4,7,4,6,4.63,6.40,38,62,5,4,4,6,20230509
Wichita St,Oral Roberts,AAC,SL,0.593,0.338,1,4,5,6,5.68,6.41,47,53,3,8,6,4,20230509
S Illinois,SIUE,MVC,OVC,0.381,0.444,6,5,6,4,7.65,4.93,72,28,8,3,2,9,20230509
Texas A&M,UTRGV,SEC,SLC,0.857,0.648,11,1,7,4,8.02,4.71,76,24,6,4,7,2,20230509
Nicholls St,McNeese St,SLC,SLC,0.648,0.648,3,7,5,4,5.32,5.26,54,46,5,7,9,1,20230509
WI Milwaukee,Northwestern,HL,B10,0.21,0.604,3,2,4,5,5.26,6.01,47,53,1,9,5,5,20230509
LSU,Northwestern LA,SEC,SLC,0.857,0.648,14,4,9,3,9.50,3.25,91,9,11,1,4,7,20230509
Utah,BYU,B12,B12,0.703,0.703,7,13,7,6,7.70,7.37,55,45,10,2,7,4,20230509
UC Santa Barbara,Loy Marymount,BWC,WCC,0.556,0.397,7,4,5,3,6.42,3.92,74,26,9,2,7,5,20230509
Oregon St,Portland,I Ind,WCC,0.75,0.397,4,2,6,4,7.63,4.82,71,29,7,3,5,6,20230509
UC Riverside,Cal Baptist,BWC,WAC,0.556,0.473,2,11,4,6,5.10,7.53,35,65,8,5,4,8,20230509
Cal Poly,Fresno St,BWC,MWC,0.556,0.449,11,3,6,5,6.35,5.36,61,39,5,6,5,6,20230509
CS Sacramento,UC Davis,WAC,BWC,0.473,0.556,7,5,6,5,6.96,5.45,64,36,7,5,8,4,20230509
Santa Clara,Stanford,WCC,ACC,0.397,0.772,17,20,5,7,5.87,7.90,39,61,6,4,10,2,20230509
Washington,Seattle,B10,WAC,0.604,0.473,9,2,7,4,8.07,4.31,79,21,4,8,2,9,20230509
San Diego,UC Irvine,WCC,BWC,0.397,0.556,2,10,5,6,6.08,7.34,44,56,2,9,8,3,20230509
UCLA,CS Fullerton,B10,BWC,0.604,0.556,10,2,6,4,6.25,4.21,71,29,9,3,3,8,20230509
USC,CS Bakersfield,B10,BWC,0.604,0.556,12,8,6,3,7.47,3.58,82,18,9,2,3,9,20230509
Alabama St,UAB,SWAC,AAC,0.231,0.593,6,5,4,5,4.98,6.09,44,56,5,7,9,2,20230509
Duke,Rider,ACC,MAAC,0.772,0.321,1,2,7,2,7.88,2.78,89,11,7,5,4,3,20230509
Georgia St,Wofford,SBC,SC,0.557,0.644,2,7,6,5,6.96,7.36,50,50,9,2,11,1,20230509
Arkansas St,Ark Little Rock,SBC,OVC,0.557,0.444,9,8,6,5,6.92,6.62,55,45,3,9,5,6,20230509
Rice,Incarnate Word,AAC,SLC,0.593,0.648,1,10,6,5,6.62,5.73,60,40,2,8,7,5,20230509
Winthrop,Queens NC,BSo,ASUN,0.515,0.374,7,8,7,5,7.87,5.86,67,33,7,4,2,9,20230509
Troy,Alabama,SBC,SEC,0.557,0.857,2,7,4,7,4.96,7.96,29,71,11,1,12,0,20230509
TN Martin,Alabama A&M,OVC,SWAC,0.444,0.231,17,7,9,4,10.47,4.55,86,14,4,6,2,9,20230509
Kentucky,Tennessee Tech,SEC,OVC,0.857,0.444,9,2,8,3,9.25,3.35,89,11,9,1,9,3,20230509
Texas,UT Arlington,SEC,WAC,0.857,0.473,10,5,8,3,8.99,3.95,86,14,9,1,3,5,20230509
Akron,Kent,MAC,MAC,0.376,0.376,2,7,3,7,4.09,8.90,18,82,4,7,3,6,20230509
NJIT,St Peter's,AEC,MAAC,0.361,0.321,2,7,8,3,10.02,4.32,84,16,5,5,3,8,20230509
W Illinois,St Thomas MN,OVC,SL,0.444,0.338,5,2,6,5,6.19,5.58,58,42,2,7,5,3,20230509
W Illinois,St Thomas MN,OVC,SL,0.444,0.338,8,2,6,5,6.19,5.58,58,42,2,7,5,3,20230509
Texas Tech,Abilene Chr,B12,WAC,0.703,0.473,13,3,7,4,8.69,5.09,77,23,2,7,7,5,20230509
UMBC,Towson,AEC,CAA,0.361,0.395,4,17,6,7,7.08,7.96,47,53,1,5,3,5,20230509
Dayton,Butler,A10,BE,0.488,0.4,7,6,7,5,7.79,5.90,66,34,6,6,4,6,20230510
G Washington,Georgetown,A10,BE,0.488,0.4,1,17,5,6,5.49,7.05,42,58,6,4,3,8,20230510
Penn,Delaware,Ivy,CAA,0.191,0.395,10,9,7,5,7.28,5.41,66,33,0,6,5,6,20230510
Stony Brook,Sacred Heart,CAA,MAAC,0.395,0.321,5,9,7,5,7.75,5.71,67,33,3,6,4,5,20230510
Wright St,UCF,HL,B12,0.21,0.703,11,7,6,5,6.42,6.45,53,47,3,6,8,3,20230510
Coastal Car,Clemson,SBC,ACC,0.557,0.772,6,13,6,7,7.02,8.13,46,54,10,2,10,1,20230510
St John's,Iona,BE,MAAC,0.4,0.321,13,3,9,3,10.59,4.15,88,12,1,8,1,8,20230510
Pittsburgh,West Virginia,ACC,B12,0.772,0.703,8,9,5,6,6.01,7.42,43,57,7,3,11,0,20230510
Liberty,Virginia Tech,CUSA,ACC,0.619,0.772,1,14,5,7,5.68,8.07,37,63,7,4,8,3,20230510
Connecticut,Hofstra,BE,CAA,0.4,0.395,9,7,7,4,8.36,4.85,77,23,2,7,3,7,20230510
Michigan St,E Michigan,B10,MAC,0.604,0.376,11,10,7,5,7.94,5.62,69,31,9,1,4,6,20230510
Morehead St,Marshall,OVC,SBC,0.444,0.557,6,2,6,5,7.15,6.13,61,39,6,4,5,6,20230510
Kennesaw,Georgia Tech,CUSA,ACC,0.619,0.772,6,5,6,8,6.50,8.79,39,61,5,8,10,2,20230510
IL Chicago,Purdue,MVC,B10,0.381,0.604,7,3,6,5,6.73,6.30,56,44,2,10,11,1,20230510
Arizona,Nevada,B12,MWC,0.703,0.449,10,9,7,4,8.75,5.27,74,26,7,4,7,5,20230510
NE Omaha,Penn St,SL,B10,0.338,0.604,16,3,5,6,5.71,6.30,49,51,3,8,8,1,20230510
Utah,New Mexico St,B12,CUSA,0.703,0.619,7,6,7,5,8.79,5.89,71,29,10,2,8,4,20230510
Ohio St,C Michigan,B10,MAC,0.604,0.376,13,5,5,4,6.11,5.87,55,45,1,8,2,10,20230510
Col Charleston,Ga Southern,CAA,SBC,0.395,0.557,12,1,6,6,6.24,6.67,50,50,7,4,6,5,20230510
Duke,Rider,ACC,MAAC,0.772,0.321,4,3,7,2,7.88,2.78,89,11,7,5,4,3,20230510
Rice,Houston,AAC,B12,0.593,0.703,13,7,5,6,5.92,6.74,47,53,2,8,7,3,20230510
Baylor,Lamar,B12,SLC,0.703,0.648,2,9,5,4,5.77,4.85,61,39,8,3,9,4,20230510
Georgia,SC Upstate,SEC,BSo,0.857,0.515,9,2,7,4,8.12,5.01,74,26,13,1,6,4,20230510
Massachusetts,Stonehill,A10,NEC,0.488,0.13,10,6,8,5,9.14,5.40,76,24,3,3,0,7,20230510
UMBC,Delaware St,AEC,NEC,0.361,0.13,9,13,9,5,10.04,5.65,78,22,1,5,1,7,20230510
Xavier,Indiana,BE,B10,0.4,0.604,6,8,5,4,6.07,6.05,53,47,7,5,6,6,20230510
Old Dominion,East Carolina,SBC,AAC,0.557,0.593,1,4,5,6,5.44,6.65,44,56,3,7,5,6,20230510
Southern Univ,New Orleans,SWAC,SLC,0.231,0.648,5,15,3,8,3.88,9.80,17,83,6,4,6,4,20230510
Dayton,St Bonaventure,A10,A10,0.488,0.488,17,3,9,4,9.53,4.28,85,15,6,6,7,3,20230511
Mt St Mary's,Siena,MAAC,MAAC,0.321,0.321,4,9,7,6,8.05,7.78,55,45,6,5,1,8,20230511
Samford,Kansas,SC,B12,0.644,0.703,3,2,5,4,6.24,5.90,56,44,5,7,10,1,20230511
North Carolina,NC State,ACC,ACC,0.772,0.772,9,8,6,5,6.25,5.81,56,43,12,0,6,5,20230511
Pacific,BYU,WCC,B12,0.397,0.703,8,11,6,8,6.58,9.00,38,62,7,5,7,4,20230511
Hawaii,UC Davis,BWC,BWC,0.556,0.556,5,3,6,3,6.97,3.82,78,22,9,2,8,4,20230511
Dayton,St Bonaventure,A10,A10,0.488,0.488,5,2,9,4,9.53,4.28,85,15,6,6,7,3,20230511
PFW,Oakland,HL,HL,0.21,0.21,5,11,6,7,6.53,8.21,42,58,1,10,2,10,20230511
Hawaii,UC Davis,BWC,BWC,0.556,0.556,11,3,6,3,6.97,3.82,78,22,9,2,8,4,20230512
Dayton,St Bonaventure,A10,A10,0.488,0.488,3,2,9,4,9.53,4.28,85,15,6,6,7,3,20230512
Mt St Mary's,Siena,MAAC,MAAC,0.321,0.321,8,7,7,6,8.05,7.78,55,45,6,5,1,8,20230512
Canisius,Manhattan,MAAC,MAAC,0.321,0.321,14,9,7,5,7.60,5.65,67,33,0,6,4,7,20230512
LIU Brooklyn,Central Conn,NEC,NEC,0.13,0.13,4,9,5,7,5.44,7.95,36,64,4,8,2,1,20230512
Marist,Fairfield,MAAC,MAAC,0.321,0.321,4,9,6,8,7.05,9.99,36,64,2,8,5,4,20230512
F Dickinson,Merrimack,NEC,MAAC,0.13,0.321,9,8,6,5,6.94,6.46,56,43,0,10,1,9,20230512
Fordham,Massachusetts,A10,A10,0.488,0.488,3,9,6,5,6.97,6.43,57,43,2,9,3,3,20230512
G Washington,George Mason,A10,A10,0.488,0.488,7,8,5,6,5.81,6.31,49,51,6,4,7,4,20230512
PFW,Oakland,HL,HL,0.21,0.21,5,11,6,7,6.53,8.21,42,58,1,10,2,10,20230512
Stony Brook,Monmouth NJ,CAA,CAA,0.395,0.395,12,4,7,6,8.19,6.45,64,36,3,6,3,7,20230512
Norfolk St,Wagner,NEC,NEC,0.13,0.13,5,9,4,7,4.46,8.46,26,74,0,8,3,7,20230512
Bowling Green,N Illinois,MAC,MAC,0.376,0.376,21,1,7,5,7.61,5.69,67,33,5,5,6,4,20230512
St Joseph's PA,Rhode Island,A10,A10,0.488,0.488,15,3,6,5,7.67,6.32,62,38,3,7,4,7,20230512
Bryant,Binghamton,AEC,AEC,0.361,0.361,9,8,7,6,7.22,6.46,59,41,3,5,3,6,20230512
Houston Chr,SE Louisiana,SLC,SLC,0.648,0.648,4,5,5,7,6.08,8.37,35,65,7,3,10,2,20230512
Wright St,WI Milwaukee,HL,HL,0.21,0.21,9,2,6,3,7.04,3.38,82,18,3,6,1,9,20230512
Ball St,Miami OH,MAC,MAC,0.376,0.376,8,14,7,6,8.01,6.48,63,37,6,5,5,6,20230512
W Michigan,Ohio,MAC,MAC,0.376,0.376,8,2,7,6,7.36,6.93,56,44,0,10,3,7,20230512
St Thomas MN,W Illinois,SL,OVC,0.338,0.444,4,7,5,4,5.87,5.86,53,47,5,3,2,7,20230512
Cincinnati,UCF,B12,B12,0.703,0.703,13,3,6,6,6.73,7.17,50,50,5,6,8,3,20230512
Charleston So,SC Upstate,BSo,BSo,0.515,0.515,6,7,5,6,5.65,7.29,41,59,8,2,6,4,20230512
W Carolina,Citadel,SC,SC,0.644,0.644,7,6,7,6,7.70,6.32,63,37,5,7,7,4,20230512
Winthrop,High Point,BSo,BSo,0.515,0.515,7,6,6,5,7.05,6.44,57,42,7,4,9,3,20230512
Belmont,Valparaiso,MVC,MVC,0.381,0.381,3,12,5,4,6.19,5.37,60,40,1,10,2,6,20230512
UNC Asheville,Radford,BSo,BSo,0.515,0.515,6,5,8,5,9.11,6.05,71,29,6,5,5,5,20230512
Samford,Kansas,SC,B12,0.644,0.703,4,12,5,4,6.24,5.90,56,44,5,7,10,1,20230512
CS Northridge,UC Irvine,BWC,BWC,0.556,0.556,15,10,6,7,6.36,7.34,46,54,2,7,8,3,20230512
Campbell,Gardner Webb,CAA,BSo,0.395,0.515,4,3,7,4,8.78,4.76,78,22,4,7,6,7,20230512
UMBC,SUNY Albany,AEC,AEC,0.361,0.361,10,7,7,6,8.04,6.50,63,37,1,5,3,4,20230512
East Carolina,Memphis,AAC,AAC,0.593,0.593,10,4,6,3,7.40,3.40,84,16,5,6,7,4,20230512
VMI,ETSU,SC,SC,0.644,0.644,4,7,6,7,6.59,7.83,45,55,10,1,10,2,20230512
E Kentucky,Liberty,ASUN,CUSA,0.374,0.619,8,7,5,6,5.68,7.16,42,58,0,11,7,4,20230512
Elon,NC A&T,CAA,CAA,0.395,0.395,11,2,6,3,7.37,4.00,79,21,5,6,3,6,20230512
Appalachian St,Arkansas St,SBC,SBC,0.557,0.557,7,6,8,7,8.79,7.72,59,40,6,5,3,9,20230512
Georgia St,Ga Southern,SBC,SBC,0.557,0.557,11,3,6,5,7.09,7.31,52,48,9,2,6,5,20230512
Rutgers,Illinois,B10,B10,0.604,0.604,5,4,6,5,6.69,5.43,63,37,4,7,6,4,20230512
Kennesaw,North Alabama,CUSA,ASUN,0.619,0.374,5,8,8,4,9.21,4.95,80,20,5,8,3,7,20230512
Pepperdine,Loy Marymount,WCC,WCC,0.397,0.397,3,8,5,4,6.06,5.58,57,43,3,9,7,5,20230512
Wofford,Mercer,SC,SC,0.644,0.644,6,10,7,6,8.28,6.81,62,38,11,1,9,3,20230512
Michigan,Northwestern,B10,B10,0.604,0.604,12,5,7,4,8.28,5.22,73,26,6,4,5,5,20230512
SIUE,Morehead St,OVC,OVC,0.444,0.444,2,8,5,6,6.33,6.84,50,50,2,9,6,4,20230512
North Carolina,NC State,ACC,ACC,0.772,0.772,9,3,6,5,6.25,5.81,56,43,12,0,6,5,20230512
William & Mary,Northeastern,CAA,CAA,0.395,0.395,1,8,4,5,4.96,5.61,47,53,4,7,4,4,20230512
James Madison,Old Dominion,SBC,SBC,0.557,0.557,25,6,5,6,6.43,7.23,48,52,5,6,3,7,20230512
Pittsburgh,Miami FL,ACC,ACC,0.772,0.772,8,9,5,7,5.67,7.91,37,63,7,3,9,3,20230512
Indiana,Purdue,B10,B10,0.604,0.604,26,11,7,5,8.13,5.49,71,29,6,6,11,1,20230512
VCU,Richmond,A10,A10,0.488,0.488,10,16,6,5,7.83,6.38,62,38,2,9,8,2,20230512
St John's,Xavier,BE,BE,0.4,0.4,8,6,4,6,4.65,7.01,35,65,1,8,7,5,20230512
St Mary's CA,San Diego,WCC,WCC,0.397,0.397,3,4,4,5,4.99,6.12,44,56,8,4,2,9,20230512
Air Force,San Diego St,MWC,MWC,0.449,0.449,4,2,6,5,6.61,6.58,53,47,4,7,4,8,20230512
TN Martin,SE Missouri St,OVC,OVC,0.444,0.444,9,8,5,6,5.96,7.47,42,58,4,6,6,5,20230512
Marshall,Troy,SBC,SBC,0.557,0.557,6,7,4,6,5.06,7.83,33,67,5,6,11,1,20230512
Virginia,Louisville,ACC,ACC,0.772,0.772,15,5,6,5,7.06,5.23,67,33,7,3,8,2,20230512
Connecticut,Butler,BE,BE,0.4,0.4,6,5,8,3,9.80,4.07,87,13,2,7,4,6,20230512
North Florida,FGCU,ASUN,ASUN,0.374,0.374,9,1,6,8,6.93,9.02,40,60,7,5,4,8,20230512
FL Atlantic,Louisiana Tech,AAC,CUSA,0.593,0.619,9,5,6,5,6.70,6.51,54,46,10,1,6,5,20230512
Florida Intl,Charlotte,CUSA,AAC,0.619,0.593,13,4,4,7,5.01,8.23,31,69,11,2,4,6,20230512
Indiana St,Murray St,MVC,MVC,0.381,0.381,5,12,5,3,6.64,3.97,75,25,5,6,7,0,20230512
Stetson,Jacksonville,ASUN,ASUN,0.374,0.374,9,2,5,4,5.86,5.20,59,41,7,5,4,7,20230512
Maryland,Minnesota,B10,B10,0.604,0.604,7,10,7,4,9.05,5.27,76,24,6,5,4,5,20230512
Tennessee,Kentucky,SEC,SEC,0.857,0.857,10,6,5,4,5.98,4.46,67,33,11,0,9,1,20230512
West Virginia,Texas Tech,B12,B12,0.703,0.703,2,5,5,4,6.20,6.44,51,49,11,0,2,7,20230512
Delaware,Towson,CAA,CAA,0.395,0.395,2,7,7,6,8.34,6.84,63,37,5,6,3,5,20230512
Alabama St,Alabama A&M,SWAC,SWAC,0.231,0.231,10,7,9,3,10.43,3.89,89,11,5,7,2,9,20230512
Austin Peay,Lipscomb,ASUN,ASUN,0.374,0.374,9,18,5,6,6.26,8.09,41,59,8,4,3,8,20230512
Evansville,Bradley,MVC,MVC,0.381,0.381,9,7,6,4,6.75,4.85,68,32,3,8,2,7,20230512
Florida A&M,Bethune-Cookman,SWAC,SWAC,0.231,0.231,4,13,6,5,6.79,6.69,54,46,4,7,6,6,20230512
Grambling,Ark Pine Bluff,SWAC,SWAC,0.231,0.231,2,1,9,6,9.93,6.60,72,28,4,7,0,12,20230512
MA Lowell,Hofstra,AEC,CAA,0.361,0.395,4,10,5,6,5.81,7.23,43,57,3,6,3,7,20230512
Tulane,Houston,AAC,B12,0.593,0.703,3,9,6,5,6.77,7.13,51,49,8,3,7,3,20230512
Oklahoma St,Kansas St,B12,B12,0.703,0.703,9,10,7,5,7.82,5.52,69,31,6,4,6,5,20230512
ULM,Southern Miss,SBC,SBC,0.557,0.557,4,8,3,7,3.63,8.14,20,80,5,5,9,3,20230512
Missouri,Georgia,SEC,SEC,0.857,0.857,13,3,5,6,6.32,6.99,48,52,6,6,13,1,20230512
S Illinois,Missouri St,MVC,MVC,0.381,0.381,5,8,5,4,6.13,6.12,53,47,8,3,4,6,20230512
Oral Roberts,Southern Indiana,SL,OVC,0.338,0.444,12,4,9,3,10.00,3.48,90,10,6,4,6,5,20230512
WKU,Rice,CUSA,AAC,0.619,0.593,5,4,5,4,5.73,5.13,58,42,10,1,2,8,20230512
Wichita St,South Florida,AAC,AAC,0.593,0.593,9,10,6,4,7.36,5.16,70,30,3,8,6,5,20230512
Texas A&M,Alabama,SEC,SEC,0.857,0.857,11,5,4,5,5.74,6.17,50,50,6,4,12,0,20230512
UT San Antonio,Dallas Bap,AAC,CUSA,0.593,0.619,7,11,5,6,5.88,7.27,43,57,11,3,8,3,20230512
Louisiana,Texas St,SBC,SBC,0.557,0.557,7,3,5,4,5.77,4.76,62,38,5,7,7,4,20230512
Virginia Tech,Clemson,ACC,ACC,0.772,0.772,4,15,6,5,6.89,7.29,50,50,8,3,10,1,20230512
Notre Dame,Akron,ACC,MAC,0.772,0.376,5,2,9,2,9.54,2.62,94,6,8,1,4,7,20230512
Abilene Chr,Tarleton St,WAC,WAC,0.473,0.473,5,7,6,5,7.17,5.52,65,35,7,5,4,8,20230512
Nebraska,Penn St,B10,B10,0.604,0.604,19,5,6,4,7.56,4.80,73,27,4,6,8,1,20230512
South Alabama,Coastal Car,SBC,SBC,0.557,0.557,7,8,5,7,6.24,8.27,40,60,7,5,10,2,20230512
UTRGV,Grand Canyon,SLC,WAC,0.648,0.473,2,8,5,6,5.62,6.69,45,55,7,2,7,4,20230512
Incarnate Word,New Orleans,SLC,SLC,0.648,0.648,1,12,5,6,6.27,7.14,47,53,7,5,6,4,20230512
Mississippi,Auburn,SEC,SEC,0.857,0.857,4,16,6,5,6.49,6.62,52,48,10,1,11,1,20230512
Northwestern LA,McNeese St,SLC,SLC,0.648,0.648,5,2,5,4,5.30,5.55,51,49,4,7,9,1,20230512
Nicholls St,TAM C. Christi,SLC,SLC,0.648,0.648,4,9,6,5,6.55,5.51,61,39,5,7,6,6,20230512
TCU,Baylor,B12,B12,0.703,0.703,5,1,7,3,8.17,4.05,82,18,7,4,8,3,20230512
Arkansas,South Carolina,SEC,SEC,0.857,0.857,4,1,5,4,6.15,5.51,58,42,10,1,9,3,20230512
Utah,Cal Poly,B12,BWC,0.703,0.556,18,6,6,5,6.71,6.82,52,48,10,2,5,6,20230512
Utah Tech,Seattle,WAC,WAC,0.473,0.473,2,9,6,5,6.77,7.08,51,49,4,8,2,9,20230512
Utah Valley,New Mexico St,WAC,CUSA,0.473,0.619,25,15,6,5,7.87,6.32,63,37,4,8,8,4,20230512
Stanford,Arizona,ACC,B12,0.772,0.703,9,8,7,6,8.20,7.14,60,40,10,2,7,4,20230512
Cal Baptist,CS Sacramento,WAC,WAC,0.473,0.473,9,7,7,6,7.22,6.68,57,43,4,8,7,5,20230512
Gonzaga,Oklahoma,WCC,SEC,0.397,0.857,2,5,5,6,5.28,7.04,40,60,2,7,11,0,20230512
New Mexico,Nevada,MWC,MWC,0.449,0.449,9,5,7,6,7.63,7.02,57,43,8,5,7,5,20230512
Pacific,BYU,WCC,B12,0.397,0.703,2,9,6,8,6.58,9.00,38,62,7,5,7,4,20230512
Portland,Santa Clara,WCC,WCC,0.397,0.397,7,1,5,4,5.79,5.98,52,48,5,6,6,4,20230512
CS Fullerton,UC San Diego,BWC,BWC,0.556,0.556,4,7,5,4,5.55,5.32,55,45,3,8,7,4,20230512
CS Bakersfield,UC Riverside,BWC,BWC,0.556,0.556,6,3,6,5,7.29,5.55,66,34,3,9,8,5,20230512
Fresno St,UNLV,MWC,MWC,0.449,0.449,11,4,6,5,6.79,6.96,52,48,5,6,8,4,20230512
USC,Arizona St,B10,B12,0.604,0.703,4,1,6,5,6.40,5.63,59,41,9,2,8,4,20230512
Oregon,Washington,B10,B10,0.604,0.604,5,14,6,5,6.94,5.56,63,37,10,2,4,8,20230512
UCLA,Oregon St,B10,I Ind,0.604,0.75,12,5,4,5,5.33,5.90,48,52,9,3,7,3,20230512
California,Washington St,ACC,MWC,0.772,0.449,5,9,6,5,6.39,5.73,58,42,6,5,3,9,20230512
Jacksonville St,Cent Arkansas,CUSA,ASUN,0.619,0.374,12,5,5,4,6.66,5.19,65,35,10,2,4,6,20230512
Col Charleston,UNC Wilmington,CAA,CAA,0.395,0.395,4,3,6,5,6.19,5.97,55,45,7,4,7,5,20230512
Delaware St,Coppin St,NEC,NEC,0.13,0.13,7,12,6,7,6.73,7.83,46,54,1,7,2,7,20230512
Davidson,St Louis,A10,A10,0.488,0.488,11,2,7,6,7.99,7.57,56,44,4,6,5,6,20230512
Duke,Georgia Tech,ACC,ACC,0.772,0.772,5,8,6,5,7.34,6.74,57,43,7,5,10,2,20230512
Lindenwood,E Illinois,OVC,OVC,0.444,0.444,6,12,3,6,4.13,7.58,27,73,6,6,3,6,20230512
Iona,Niagara,MAAC,MAAC,0.321,0.321,5,8,5,7,6.27,9.07,36,64,1,8,1,8,20230512
NJIT,Maine,AEC,AEC,0.361,0.361,4,5,4,5,5.34,5.89,49,51,5,5,2,8,20230512
Stonehill,MD E Shore,NEC,NEC,0.13,0.13,7,6,5,6,5.58,6.28,48,52,0,7,1,11,20230512
LSU,Mississippi St,SEC,SEC,0.857,0.857,12,1,7,5,8.87,6.01,71,29,11,1,7,4,20230512
Bellarmine,Queens NC,ASUN,ASUN,0.374,0.374,14,4,6,5,7.27,7.46,52,48,1,9,2,9,20230512
Sam Houston St,UT Arlington,CUSA,WAC,0.619,0.473,12,2,7,5,8.59,5.83,71,29,2,9,3,5,20230512
Texas,San Jose St,SEC,MWC,0.857,0.449,4,6,7,3,8.27,3.94,83,17,9,1,8,3,20230512
N Kentucky,Youngstown St,HL,HL,0.21,0.21,10,7,8,7,8.80,7.70,59,41,5,5,1,10,20230512
UT San Antonio,Dallas Bap,AAC,CUSA,0.593,0.619,9,11,5,6,5.88,7.27,43,57,11,3,8,3,20230512
Texas,San Jose St,SEC,MWC,0.857,0.449,24,3,7,3,8.27,3.94,83,17,9,1,8,3,20230512
New Mexico,Nevada,MWC,MWC,0.449,0.449,8,9,7,6,7.63,7.02,57,43,8,5,7,5,20230512
Mississippi,Auburn,SEC,SEC,0.857,0.857,2,8,6,5,6.49,6.62,52,48,10,1,11,1,20230512
Houston Chr,SE Louisiana,SLC,SLC,0.648,0.648,5,9,5,7,6.08,8.37,35,65,7,3,10,2,20230512
Incarnate Word,New Orleans,SLC,SLC,0.648,0.648,11,10,5,6,6.27,7.14,47,53,7,5,6,4,20230512
Prairie View,TX Southern,SWAC,SWAC,0.231,0.231,2,4,5,6,6.38,7.28,44,56,4,8,4,8,20230512
St Thomas MN,W Illinois,SL,OVC,0.338,0.444,9,7,5,4,5.87,5.86,53,47,5,3,2,7,20230512
E Michigan,Kent,MAC,MAC,0.376,0.376,9,6,5,7,5.51,7.89,37,63,4,6,3,6,20230512
TX Southern,Prairie View,SWAC,SWAC,0.231,0.231,7,8,6,5,7.28,6.38,56,44,4,8,4,8,20230512
Tennessee,Kentucky,SEC,SEC,0.857,0.857,10,7,5,4,5.98,4.46,67,33,11,0,9,1,20230513
LIU Brooklyn,Central Conn,NEC,NEC,0.13,0.13,9,11,5,7,5.44,7.95,36,64,4,8,2,1,20230513
Toledo,C Michigan,MAC,MAC,0.376,0.376,4,3,5,7,5.45,7.29,39,61,4,6,2,10,20230513
Marist,Fairfield,MAAC,MAAC,0.321,0.321,7,19,6,8,7.05,9.99,36,64,2,8,5,4,20230513
F Dickinson,Merrimack,NEC,MAAC,0.13,0.321,11,2,6,5,6.94,6.46,56,43,0,10,1,9,20230513
Fordham,Massachusetts,A10,A10,0.488,0.488,5,2,6,5,6.97,6.43,57,43,2,9,3,3,20230513
G Washington,George Mason,A10,A10,0.488,0.488,6,13,5,6,5.81,6.31,49,51,6,4,7,4,20230513
Stony Brook,Monmouth NJ,CAA,CAA,0.395,0.395,8,3,7,6,8.19,6.45,64,36,3,6,3,7,20230513
Norfolk St,Wagner,NEC,NEC,0.13,0.13,2,14,4,7,4.46,8.46,26,74,0,8,3,7,20230513
Bowling Green,N Illinois,MAC,MAC,0.376,0.376,5,4,7,5,7.61,5.69,67,33,5,5,6,4,20230513
Indiana,Purdue,B10,B10,0.604,0.604,15,3,7,5,8.13,5.49,71,29,6,6,11,1,20230513
St Peter's,Quinnipiac,MAAC,MAAC,0.321,0.321,9,13,5,10,6.10,11.59,23,77,3,8,4,6,20230513
Samford,Kansas,SC,B12,0.644,0.703,9,7,5,4,6.24,5.90,56,44,5,7,10,1,20230513
Bryant,Binghamton,AEC,AEC,0.361,0.361,4,12,7,6,7.22,6.46,59,41,3,5,3,6,20230513
Ball St,Miami OH,MAC,MAC,0.376,0.376,5,1,7,6,8.01,6.48,63,37,6,5,5,6,20230513
W Michigan,Ohio,MAC,MAC,0.376,0.376,6,4,7,6,7.36,6.93,56,44,0,10,3,7,20230513
Canisius,Manhattan,MAAC,MAAC,0.321,0.321,4,2,7,5,7.60,5.65,67,33,0,6,4,7,20230513
Cincinnati,UCF,B12,B12,0.703,0.703,4,12,6,6,6.73,7.17,50,50,5,6,8,3,20230513
W Carolina,Citadel,SC,SC,0.644,0.644,5,6,7,6,7.70,6.32,63,37,5,7,7,4,20230513
